"자료명","저자","출판사","출판년도","소장처","ISBN","카카오제목","카카오작가","카카오번역자","카카오ISBN","카카오출판사","카카오출간일","카카오썸네일","카카오URL","책소개"
"발칸의 장미를 내게 주었네","정미경","생각의 나무","2006","자료실","8984985813 ","발칸의 장미를 내게 주었네(양장본 HardCover)","정미경","","9788984985810.0","생각의나무","2006-06-26","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1205887%3Ftimestamp%3D20190127081338","https://search.daum.net/search?w=bookpage&bookId=1205887&q=%EB%B0%9C%EC%B9%B8%EC%9D%98+%EC%9E%A5%EB%AF%B8%EB%A5%BC+%EB%82%B4%EA%B2%8C+%EC%A3%BC%EC%97%88%EB%84%A4%28%EC%96%91%EC%9E%A5%EB%B3%B8+HardCover%29"," "
"뇌의 문화지도","다이앤 애커먼[지음]; 김승욱[옮김]","작가정신","2006","자료실","8972882771 ","뇌의 문화지도","다이앤 애커먼","김승욱","9788972882770.0","작가정신","2006-04-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1010582%3Ftimestamp%3D20190126104649","https://search.daum.net/search?w=bookpage&bookId=1010582&q=%EB%87%8C%EC%9D%98+%EB%AC%B8%ED%99%94%EC%A7%80%EB%8F%84"," "
"뇌의 기막힌 발견","스티븐 후안","네모북스","2006","자료실","8990795281 ","뇌의 기막힌 발견","스티븐 후안","배도희","9788990795281.0","네모북스","2006-03-31","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1332738%3Ftimestamp%3D20220601160159","https://search.daum.net/search?w=bookpage&bookId=1332738&q=%EB%87%8C%EC%9D%98+%EA%B8%B0%EB%A7%89%ED%9E%8C+%EB%B0%9C%EA%B2%AC"," "
"(노빈손의) 시끌벅적 일본 원정기","한희정 지음;이우일 일러스트","뜨인돌","2005","자료실","8958071362 ","시끌벅적 일본 원정기(노빈손의)(세계 역사 탐험 4)","한희정","","9788958071365.0","뜨인돌출판사","2005-07-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F772071%3Ftimestamp%3D20220823182531","https://search.daum.net/search?w=bookpage&bookId=772071&q=%EC%8B%9C%EB%81%8C%EB%B2%85%EC%A0%81+%EC%9D%BC%EB%B3%B8+%EC%9B%90%EC%A0%95%EA%B8%B0%28%EB%85%B8%EB%B9%88%EC%86%90%EC%9D%98%29%28%EC%84%B8%EA%B3%84+%EC%97%AD%EC%82%AC+%ED%83%90%ED%97%98+4%29"," "
"낙타의 코","크누트 슈미트-닐센 지음;이한중 옮김","솔","206","자료실","8981337527 ","낙타의 코","크누트 슈미트 닐센","이한중","9788981337520.0","솔","2006-06-28","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1134170%3Ftimestamp%3D20190126231842","https://search.daum.net/search?w=bookpage&bookId=1134170&q=%EB%82%99%ED%83%80%EC%9D%98+%EC%BD%94"," "
"나의 프로방스","피터 메일 지음;강주헌 옮김","효형출판","2004","자료실","895872000X","나의 프로방스","피터 메일","강주헌","9788958720003.0","효형출판","2004-07-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F787629%3Ftimestamp%3D20220812230449","https://search.daum.net/search?w=bookpage&bookId=787629&q=%EB%82%98%EC%9D%98+%ED%94%84%EB%A1%9C%EB%B0%A9%EC%8A%A4"," "
"나를 사랑한 고양이 시시","슈테파니 츠바이크 지음 ; 안영란 옮김","베텔스만 코리아","2003","자료실","8957590056 ","나를 사랑한 고양이 시시","슈테판 츠바이크","안영란","9788957590058.0","북스캔","2003-12-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F762422%3Ftimestamp%3D20220114163807","https://search.daum.net/search?w=bookpage&bookId=762422&q=%EB%82%98%EB%A5%BC+%EC%82%AC%EB%9E%91%ED%95%9C+%EA%B3%A0%EC%96%91%EC%9D%B4+%EC%8B%9C%EC%8B%9C"," "
"내몸은 너무 오래 서 있거나 걸어왔다","이문구 지음","랜덤하우스중앙","2006","자료실","8959864927 ","내 몸은 너무 오래 서 있거나 걸어왔다(이문구 전집 20)","이문구","","9788959864928.0","랜덤하우스코리아","2006-02-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F816695%3Ftimestamp%3D20221025122219","https://search.daum.net/search?w=bookpage&bookId=816695&q=%EB%82%B4+%EB%AA%B8%EC%9D%80+%EB%84%88%EB%AC%B4+%EC%98%A4%EB%9E%98+%EC%84%9C+%EC%9E%88%EA%B1%B0%EB%82%98+%EA%B1%B8%EC%96%B4%EC%99%94%EB%8B%A4%28%EC%9D%B4%EB%AC%B8%EA%B5%AC+%EC%A0%84%EC%A7%91+20%29"," "
"내 인생을 바꾼 스무살 여행","브라이언 트레이시 지음;김주헌 옮김","작가정신","2002","자료실","8972881686 ","내 인생을 바꾼 스무살 여행","브라이언 트레이시","강주헌","9788972881681.0","작가정신","2002-04-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1008981%3Ftimestamp%3D20221004005131","https://search.daum.net/search?w=bookpage&bookId=1008981&q=%EB%82%B4+%EC%9D%B8%EC%83%9D%EC%9D%84+%EB%B0%94%EA%BE%BC+%EC%8A%A4%EB%AC%B4%EC%82%B4+%EC%97%AC%ED%96%89"," "
"대리사랑","세드릭 프레보 지음;양영란 옮김","현대문학","2006","자료실","8972753564 ","대리사랑(양장본 HardCover)","세드릭 프레보","양영란","9788972753568.0","현대문학","2006-05-11","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1005422%3Ftimestamp%3D20190126101432","https://search.daum.net/search?w=bookpage&bookId=1005422&q=%EB%8C%80%EB%A6%AC%EC%82%AC%EB%9E%91%28%EC%96%91%EC%9E%A5%EB%B3%B8+HardCover%29"," "
"누가 울고 간다","문태준 지음","문예중앙","2006","자료실","8959249203 ","미당문학상 수상작품집(제5회)","문태준","","9788959249206.0","중앙일보","2005-09-23","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F798715%3Ftimestamp%3D20190125024406","https://search.daum.net/search?w=bookpage&bookId=798715&q=%EB%AF%B8%EB%8B%B9%EB%AC%B8%ED%95%99%EC%83%81+%EC%88%98%EC%83%81%EC%9E%91%ED%92%88%EC%A7%91%28%EC%A0%9C5%ED%9A%8C%29"," "
"도시, 인류 최후의 고향","존 리더 지음;김명남 옮김","지호","2006","자료실","8959090107 ","도시 인류 최후의 고향","존 리더","김명남","9788959090105.0","지호","2006-01-24","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F792884%3Ftimestamp%3D20190125015148","https://search.daum.net/search?w=bookpage&bookId=792884&q=%EB%8F%84%EC%8B%9C+%EC%9D%B8%EB%A5%98+%EC%B5%9C%ED%9B%84%EC%9D%98+%EA%B3%A0%ED%96%A5"," "
"도덕교육의 파시즘","김상봉 지음","길","2005","자료실","8987671410 ","도덕교육의 파시즘","김상봉","","9788987671413.0","길","2005-10-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1256939%3Ftimestamp%3D20220213150047","https://search.daum.net/search?w=bookpage&bookId=1256939&q=%EB%8F%84%EB%8D%95%EA%B5%90%EC%9C%A1%EC%9D%98+%ED%8C%8C%EC%8B%9C%EC%A6%98"," "
"대한 제국은 근대국인가","한영우 [등저]","푸른역사","2006","자료실","8991510302 ","대한제국은 근대국가인가(한림대학교 한국학총서 2)(양장본 HardCover)","한영우, 서영희, 이윤상, 강상규, 임현수","","9788991510302.0","푸른역사","2006-08-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1347022%3Ftimestamp%3D20190128001330","https://search.daum.net/search?w=bookpage&bookId=1347022&q=%EB%8C%80%ED%95%9C%EC%A0%9C%EA%B5%AD%EC%9D%80+%EA%B7%BC%EB%8C%80%EA%B5%AD%EA%B0%80%EC%9D%B8%EA%B0%80%28%ED%95%9C%EB%A6%BC%EB%8C%80%ED%95%99%EA%B5%90+%ED%95%9C%EA%B5%AD%ED%95%99%EC%B4%9D%EC%84%9C+2%29%28%EC%96%91%EC%9E%A5%EB%B3%B8+HardCover%29"," "
