"자료명","저자","출판사","출판년도","소장처","ISBN","카카오제목","카카오작가","카카오번역자","카카오ISBN","카카오출판사","카카오출간일","카카오썸네일","카카오URL","책소개"
"창조의 제국","임근혜","지안출판사","2009","자료실","9788993966008 ","창조의 제국","임근혜","","9788993966008.0","지안출판사","2009-07-24","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1411649%3Ftimestamp%3D20190129214255","https://search.daum.net/search?w=bookpage&bookId=1411649&q=%EC%B0%BD%EC%A1%B0%EC%9D%98+%EC%A0%9C%EA%B5%AD"," "
"어소시에이트","존 그리샴;유소영","문학수첩","2009","자료실","9788983923202 ","어소시에이트","존 그리샴","유소영","9788983923202.0","문학수첩","2009-06-12","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1170798%3Ftimestamp%3D20220405165659","https://search.daum.net/search?w=bookpage&bookId=1170798&q=%EC%96%B4%EC%86%8C%EC%8B%9C%EC%97%90%EC%9D%B4%ED%8A%B8"," "
"이유 없이 행복하라","마시 시모프;캐럴 클라인","황금가지","2009","자료실","9788960170728 ","이유없이 행복하라","마시 시모프, 캐럴 클라인","안진환","9788960170728.0","민음인","2014-04-09","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F825056%3Ftimestamp%3D20240608112523","https://search.daum.net/search?w=bookpage&bookId=825056&q=%EC%9D%B4%EC%9C%A0%EC%97%86%EC%9D%B4+%ED%96%89%EB%B3%B5%ED%95%98%EB%9D%BC"," "
"세계의 미스터리 비밀을 벗다","실비아 브라운 지음;김석희 옮김","정신세계사","2005","자료실","8935702579 ","세계의 미스터리 비밀을 벗다","실비아 브라운","김석희","9788935702572.0","정신세계사","2005-06-17","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F526153%3Ftimestamp%3D20190123161755","https://search.daum.net/search?w=bookpage&bookId=526153&q=%EC%84%B8%EA%B3%84%EC%9D%98+%EB%AF%B8%EC%8A%A4%ED%84%B0%EB%A6%AC+%EB%B9%84%EB%B0%80%EC%9D%84+%EB%B2%97%EB%8B%A4"," "
"패배를 껴안고","존 다우어;최은석","민음사","2009","자료실","9788937482694 ","패배를 껴안고(양장본 HardCover)","존 다우어","최은석","9788937482694.0","민음사","2009-08-07","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F541568%3Ftimestamp%3D20221025153115","https://search.daum.net/search?w=bookpage&bookId=541568&q=%ED%8C%A8%EB%B0%B0%EB%A5%BC+%EA%BB%B4%EC%95%88%EA%B3%A0%28%EC%96%91%EC%9E%A5%EB%B3%B8+HardCover%29"," "
"인생사용설명서","김홍신","해냄출판사","2009","자료실","9788973370634 ","인생사용 설명서","김홍신","","9788973370634.0","해냄출판사","2009-06-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1017822%3Ftimestamp%3D20241201114149","https://search.daum.net/search?w=bookpage&bookId=1017822&q=%EC%9D%B8%EC%83%9D%EC%82%AC%EC%9A%A9+%EC%84%A4%EB%AA%85%EC%84%9C"," "
"(채식하는 사자)리틀타이크","조지 웨스트보;마거릿 웨스트보","책공장 더불어","2007","자료실","9788995750421 ","채식하는 사자 리틀타이크(반양장)","조지 웨스트보, 마거릿 웨스트보","정소영","9788995750421.0","책공장더불어","2007-11-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1457899%3Ftimestamp%3D20190130041740","https://search.daum.net/search?w=bookpage&bookId=1457899&q=%EC%B1%84%EC%8B%9D%ED%95%98%EB%8A%94+%EC%82%AC%EC%9E%90+%EB%A6%AC%ED%8B%80%ED%83%80%EC%9D%B4%ED%81%AC%28%EB%B0%98%EC%96%91%EC%9E%A5%29"," "
"아름다운 마무리","법정","문학의숲","2008","자료실","9788995904961 ","아름다운 마무리(반양장)","법정","","9788995904961.0","문학의숲","2008-11-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1459097%3Ftimestamp%3D20220410085027","https://search.daum.net/search?w=bookpage&bookId=1459097&q=%EC%95%84%EB%A6%84%EB%8B%A4%EC%9A%B4+%EB%A7%88%EB%AC%B4%EB%A6%AC%28%EB%B0%98%EC%96%91%EC%9E%A5%29"," "
"(수다를 떨 수 있는) 영어회화사전","이동만 지음","신라","2005","자료실","897244037X","영어회화사전(수다를 떨 수 있는)","이동만","","9788972440376.0","신라출판사","2005-06-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1003029%3Ftimestamp%3D20190126100433","https://search.daum.net/search?w=bookpage&bookId=1003029&q=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94%EC%82%AC%EC%A0%84%28%EC%88%98%EB%8B%A4%EB%A5%BC+%EB%96%A8+%EC%88%98+%EC%9E%88%EB%8A%94%29"," "
"생활의 기술","크리슈나무르티 지음;박윤정 옮김","황금나침반","2006","자료실","8991949630 ","생활의 기술","지두 크리슈나무르티","박윤정","9788991949638.0","황금나침반","2006-03-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1360960%3Ftimestamp%3D20221003231127","https://search.daum.net/search?w=bookpage&bookId=1360960&q=%EC%83%9D%ED%99%9C%EC%9D%98+%EA%B8%B0%EC%88%A0"," "
"(한글이 내 목숨이다)외솔 최현배","한글학회;장영철","어문각","2009","자료실","9788944108822 ","외솔 최현배","한글학회","","9788944108822.0","어문각","2009-05-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F591647%3Ftimestamp%3D20221025133125","https://search.daum.net/search?w=bookpage&bookId=591647&q=%EC%99%B8%EC%86%94+%EC%B5%9C%ED%98%84%EB%B0%B0"," "
"(국어사전 만들기에 일생을 바친)건재 정인승","한글학회;장영철","어문각","2009","자료실","9788944108839 ","건재 정인승","한글학회","","9788944108839.0","어문각","2009-05-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F591957%3Ftimestamp%3D20221025133312","https://search.daum.net/search?w=bookpage&bookId=591957&q=%EA%B1%B4%EC%9E%AC+%EC%A0%95%EC%9D%B8%EC%8A%B9"," "
"위대한 유산 74434","MBC 느낌표 〈위대한 유산 74434〉제작팀","지식의숲","2007","자료실","9788991762404 ","위대한 유산 74434(대한민국 역사 앞에 바로 서다)","MBC 느낌표 위대한 유산 제작팀","","9788991762404.0","지식의숲","2007-09-05","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1352560%3Ftimestamp%3D20190128011102","https://search.daum.net/search?w=bookpage&bookId=1352560&q=%EC%9C%84%EB%8C%80%ED%95%9C+%EC%9C%A0%EC%82%B0+74434%28%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD+%EC%97%AD%EC%82%AC+%EC%95%9E%EC%97%90+%EB%B0%94%EB%A1%9C+%EC%84%9C%EB%8B%A4%29"," "
"한국 시조 문학론","정재호","태학사","1999","자료실","8976264207 ","한국시조문학론","정재호","","9788976264206.0","태학사","1999-03-06","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1068879%3Ftimestamp%3D20221025124500","https://search.daum.net/search?w=bookpage&bookId=1068879&q=%ED%95%9C%EA%B5%AD%EC%8B%9C%EC%A1%B0%EB%AC%B8%ED%95%99%EB%A1%A0"," "
"하늘 호수로 떠난 여행","류시화","열림원","1997","자료실","8970631267 ","하늘 호수로 떠난 여행","류시화","","9788970631264.0","열림원","1997-05-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F963579%3Ftimestamp%3D20220819182339","https://search.daum.net/search?w=bookpage&bookId=963579&q=%ED%95%98%EB%8A%98+%ED%98%B8%EC%88%98%EB%A1%9C+%EB%96%A0%EB%82%9C+%EC%97%AC%ED%96%89"," "
"좀머 씨 이야기","쥐스킨트, 파트리크","열린책들","1996","자료실","8932900205 ","좀머 씨 이야기","파트리크 쥐스킨트","유혜자","9788932900209.0","열린책들","1992-11-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F506012%3Ftimestamp%3D20190123142227","https://search.daum.net/search?w=bookpage&bookId=506012&q=%EC%A2%80%EB%A8%B8+%EC%94%A8+%EC%9D%B4%EC%95%BC%EA%B8%B0"," "
"내 안에 살고 있는 너를 위하여","카렌 케이시 지음; 최은아 옮김","하문사","1997","자료실","8985730215 ","내 안에 살고 있는 너를 위하여","카렌 케어시","최은하","9788985730211.0","하문사","1994-07-01","","https://search.daum.net/search?w=bookpage&bookId=1220296&q=%EB%82%B4+%EC%95%88%EC%97%90+%EC%82%B4%EA%B3%A0+%EC%9E%88%EB%8A%94+%EB%84%88%EB%A5%BC+%EC%9C%84%ED%95%98%EC%97%AC"," "
"천지간 (외). 20","윤대녕","문학사상사","1996","자료실","8970122044 ","윤대녕 천지간(1996 제22회 이상문학상 작품집)","윤대녕, 최윤, 최일남, 김이태, 은희경, 김형경 외 3명","","9788970122045.0","문학사상사","2016-11-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F953462%3Ftimestamp%3D20220922040454","https://search.daum.net/search?w=bookpage&bookId=953462&q=%EC%9C%A4%EB%8C%80%EB%85%95+%EC%B2%9C%EC%A7%80%EA%B0%84%281996+%EC%A0%9C22%ED%9A%8C+%EC%9D%B4%EC%83%81%EB%AC%B8%ED%95%99%EC%83%81+%EC%9E%91%ED%92%88%EC%A7%91%29"," "
"클래식 피크닉","박정준","lemon","2009","자료실","9788989831495 ","클래식 피크닉","박정준","","9788989831495.0","도요새","2009-04-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1308416%3Ftimestamp%3D20221025114222","https://search.daum.net/search?w=bookpage&bookId=1308416&q=%ED%81%B4%EB%9E%98%EC%8B%9D+%ED%94%BC%ED%81%AC%EB%8B%89"," "
"잃어버린 시간 1938~1944","이경분 지음","휴머니스트","2007","자료실","9788958621737 ","잃어버린 시간 1938-1944","이경분","","9788958621737.0","휴머니스트","2007-03-05","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F785647%3Ftimestamp%3D20220831020228","https://search.daum.net/search?w=bookpage&bookId=785647&q=%EC%9E%83%EC%96%B4%EB%B2%84%EB%A6%B0+%EC%8B%9C%EA%B0%84+1938-1944"," "
"클림트, 황금빛 유혹","신성림","다빈치","2002","자료실","9788989348221 ","클림트 황금빛 유혹","신성림","","9788989348221.0","다빈치","2002-07-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1291582%3Ftimestamp%3D20220514165349","https://search.daum.net/search?w=bookpage&bookId=1291582&q=%ED%81%B4%EB%A6%BC%ED%8A%B8+%ED%99%A9%EA%B8%88%EB%B9%9B+%EC%9C%A0%ED%98%B9"," "
"I Love hong kong (홍콩)","신서희 지음","랜덤하우스","2008","자료실","9788959245239 ","아이 러브 홍콩(아이러브시리즈 3)","신서희","","9788959245239.0","랜덤하우스코리아","2006-08-22","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F798093%3Ftimestamp%3D20221025130116","https://search.daum.net/search?w=bookpage&bookId=798093&q=%EC%95%84%EC%9D%B4+%EB%9F%AC%EB%B8%8C+%ED%99%8D%EC%BD%A9%28%EC%95%84%EC%9D%B4%EB%9F%AC%EB%B8%8C%EC%8B%9C%EB%A6%AC%EC%A6%88+3%29"," "
"동양기행. 2","후지와라신야;김욱","청어람미디어","2008","자료실","9788992492447 ","동양기행. 2(반양장)","후지와라 신야","김욱","9788992492447.0","청어람미디어","2008-10-11","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1372849%3Ftimestamp%3D20200616144303","https://search.daum.net/search?w=bookpage&bookId=1372849&q=%EB%8F%99%EC%96%91%EA%B8%B0%ED%96%89.+2%28%EB%B0%98%EC%96%91%EC%9E%A5%29"," "
"동양기행. 1","후지와라신야;김욱","청어람미디어","2008","자료실","9788992492430 ","동양기행 1(반양장)","후지와라 신야","김욱","9788992492430.0","청어람미디어","2008-10-11","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1378386%3Ftimestamp%3D20220819174520","https://search.daum.net/search?w=bookpage&bookId=1378386&q=%EB%8F%99%EC%96%91%EA%B8%B0%ED%96%89+1%28%EB%B0%98%EC%96%91%EC%9E%A5%29"," "
"(과학으로 보는)삼국지","이종호 지음","북카라반","2009","자료실","9788991945197 ","삼국지(과학으로 보는)","이종호","","9788991945197.0","북카라반","2009-04-03","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1356326%3Ftimestamp%3D20190128014942","https://search.daum.net/search?w=bookpage&bookId=1356326&q=%EC%82%BC%EA%B5%AD%EC%A7%80%28%EA%B3%BC%ED%95%99%EC%9C%BC%EB%A1%9C+%EB%B3%B4%EB%8A%94%29"," "
"한국지리 이야기","권동희","한울","2008","자료실","9788946039636 ","한국지리 이야기","권동희","","9788946039636.0","한울","2008-10-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F600567%3Ftimestamp%3D20190123235513","https://search.daum.net/search?w=bookpage&bookId=600567&q=%ED%95%9C%EA%B5%AD%EC%A7%80%EB%A6%AC+%EC%9D%B4%EC%95%BC%EA%B8%B0"," "
"(한국사 속 진실을 찾아가는) 우리 역사 속 왜?","강만길외지음","서해문집","2002","자료실","8974831589 ","우리 역사 속 왜(서해역사책방 1)","강만길","","9788974831585.0","서해문집","2002-06-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1048997%3Ftimestamp%3D20221025114033","https://search.daum.net/search?w=bookpage&bookId=1048997&q=%EC%9A%B0%EB%A6%AC+%EC%97%AD%EC%82%AC+%EC%86%8D+%EC%99%9C%28%EC%84%9C%ED%95%B4%EC%97%AD%EC%82%AC%EC%B1%85%EB%B0%A9+1%29"," "
"어니스트 놀이","오스카 와일드 지음; 오경심 옮김","동인","2005","자료실","8986175584 ","어니스트 놀이(현대영미 드라마 9)","오스카 와일드","오경심","9788986175585.0","동인","1998-09-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1230761%3Ftimestamp%3D20220809184701","https://search.daum.net/search?w=bookpage&bookId=1230761&q=%EC%96%B4%EB%8B%88%EC%8A%A4%ED%8A%B8+%EB%86%80%EC%9D%B4%28%ED%98%84%EB%8C%80%EC%98%81%EB%AF%B8+%EB%93%9C%EB%9D%BC%EB%A7%88+9%29"," "
" 독도평전","김탁환 지음","휴머니스트","2001","자료실","8989899028 ","독도평전","김탁환","","9788989899020.0","휴머니스트","2001-12-18","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1310699%3Ftimestamp%3D20220803202625","https://search.daum.net/search?w=bookpage&bookId=1310699&q=%EB%8F%85%EB%8F%84%ED%8F%89%EC%A0%84"," "
"괴물의 탄생","우석훈","개마고원","2008","자료실","9788957690871 ","괴물의 탄생(한국경제대안 시리즈 4)","우석훈","","9788957690871.0","개마고원","2008-09-27","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F765011%3Ftimestamp%3D20221025114454","https://search.daum.net/search?w=bookpage&bookId=765011&q=%EA%B4%B4%EB%AC%BC%EC%9D%98+%ED%83%84%EC%83%9D%28%ED%95%9C%EA%B5%AD%EA%B2%BD%EC%A0%9C%EB%8C%80%EC%95%88+%EC%8B%9C%EB%A6%AC%EC%A6%88+4%29"," "
"조직의 재발견","우석훈","개마고원","2008","자료실","9788957690888 ","조직의 재발견(한국경제대안 시리즈 2)","우석훈","","9788957690888.0","개마고원","2008-09-27","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F765088%3Ftimestamp%3D20220422160408","https://search.daum.net/search?w=bookpage&bookId=765088&q=%EC%A1%B0%EC%A7%81%EC%9D%98+%EC%9E%AC%EB%B0%9C%EA%B2%AC%28%ED%95%9C%EA%B5%AD%EA%B2%BD%EC%A0%9C%EB%8C%80%EC%95%88+%EC%8B%9C%EB%A6%AC%EC%A6%88+2%29"," "
"진정한 리더는 떠난 후에 아름답다","지미 카터 ; 이종훈","중앙북스","2008","자료실","9788961886512 ","진정한 리더는 떠난 후에 아름답다(공공리더를 위한 지혜 총서)","지미 카터","이종훈","9788961886512.0","중앙북스","2008-10-06","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F861556%3Ftimestamp%3D20221025115829","https://search.daum.net/search?w=bookpage&bookId=861556&q=%EC%A7%84%EC%A0%95%ED%95%9C+%EB%A6%AC%EB%8D%94%EB%8A%94+%EB%96%A0%EB%82%9C+%ED%9B%84%EC%97%90+%EC%95%84%EB%A6%84%EB%8B%B5%EB%8B%A4%28%EA%B3%B5%EA%B3%B5%EB%A6%AC%EB%8D%94%EB%A5%BC+%EC%9C%84%ED%95%9C+%EC%A7%80%ED%98%9C+%EC%B4%9D%EC%84%9C%29"," "
"진중권의 이매진","진중권 지음","씨네21북스","2009","자료실","9788993208214 ","이매진(진중권의)","진중권","","9788993208214.0","씨네21북스","2008-12-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1397131%3Ftimestamp%3D20220601160929","https://search.daum.net/search?w=bookpage&bookId=1397131&q=%EC%9D%B4%EB%A7%A4%EC%A7%84%28%EC%A7%84%EC%A4%91%EA%B6%8C%EC%9D%98%29"," "
"(하루 15분,)기적의 노트공부법","와다 히데키 지음;정윤아 옮김","파라북스","2006","자료실","899105840X","기적의 노트 공부법(하루 15분)","와다 히데키","정윤아","9788991058408.0","파라북스","2006-04-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1338648%3Ftimestamp%3D20220922040736","https://search.daum.net/search?w=bookpage&bookId=1338648&q=%EA%B8%B0%EC%A0%81%EC%9D%98+%EB%85%B8%ED%8A%B8+%EA%B3%B5%EB%B6%80%EB%B2%95%28%ED%95%98%EB%A3%A8+15%EB%B6%84%29"," "
"해피엔딩 우리는존엄하게죽을권리가있다","최철주","궁리","2008","자료실","9788958201342 ","해피 엔딩 우리는 존엄하게 죽을 권리가 있다","최철주","","9788958201342.0","궁리","2008-08-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F774426%3Ftimestamp%3D20221025135537","https://search.daum.net/search?w=bookpage&bookId=774426&q=%ED%95%B4%ED%94%BC+%EC%97%94%EB%94%A9+%EC%9A%B0%EB%A6%AC%EB%8A%94+%EC%A1%B4%EC%97%84%ED%95%98%EA%B2%8C+%EC%A3%BD%EC%9D%84+%EA%B6%8C%EB%A6%AC%EA%B0%80+%EC%9E%88%EB%8B%A4"," "
"미디어 모노폴리","벤 바그디키언 지음;정연구;손정은 옮김","프로메테우스","2009","자료실","9788991503151 ","미디어 모노폴리(반양장)","벤 H 바그디키언","정연구","9788991503151.0","프로메테우스출판사","2009-03-26","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1348088%3Ftimestamp%3D20221025123100","https://search.daum.net/search?w=bookpage&bookId=1348088&q=%EB%AF%B8%EB%94%94%EC%96%B4+%EB%AA%A8%EB%85%B8%ED%8F%B4%EB%A6%AC%28%EB%B0%98%EC%96%91%EC%9E%A5%29"," "
"Brain Science","정갑수 지음","열린과학","2009","자료실","9788992985123 ","BRAIN SCIENCE(브레인 사이언스):뇌를 어떻게 발달시킬까","정갑수","","9788992985123.0","열린과학","2009-01-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1392095%3Ftimestamp%3D20220930205331","https://search.daum.net/search?w=bookpage&bookId=1392095&q=BRAIN+SCIENCE%28%EB%B8%8C%EB%A0%88%EC%9D%B8+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4%29%3A%EB%87%8C%EB%A5%BC+%EC%96%B4%EB%96%BB%EA%B2%8C+%EB%B0%9C%EB%8B%AC%EC%8B%9C%ED%82%AC%EA%B9%8C"," "
"다윈의 식탁","장대익","김영사","2008","자료실","9788934932666 ","다윈의 식탁","장대익","","9788934932666.0","김영사","2008-11-21","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F519203%3Ftimestamp%3D20220410080725","https://search.daum.net/search?w=bookpage&bookId=519203&q=%EB%8B%A4%EC%9C%88%EC%9D%98+%EC%8B%9D%ED%83%81"," "
"신 고전 50선","중앙Sunday 중앙일보NIE연구소","중앙Sunday 중앙일보NIE연구소","2008","자료실","9788993633016 ","신 고전 50선","편집부","","9788993633016.0","중앙북스","2008-12-28","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1405712%3Ftimestamp%3D20190129204755","https://search.daum.net/search?w=bookpage&bookId=1405712&q=%EC%8B%A0+%EA%B3%A0%EC%A0%84+50%EC%84%A0"," "
"신이 찾은 아이들","존 불 다우;마이클 S. 스위니","미디어윌","2008","자료실","9788990784728 ","신이 찾은 아이들","존 불 다우, 마이클 S 스위니","오정아","9788990784728.0","미디어윌","2008-05-05","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1335476%3Ftimestamp%3D20211104151911","https://search.daum.net/search?w=bookpage&bookId=1335476&q=%EC%8B%A0%EC%9D%B4+%EC%B0%BE%EC%9D%80+%EC%95%84%EC%9D%B4%EB%93%A4"," "
"휴먼 임팩트","앤드루 가우디 [지음];손일 외 옮김","푸른길","2007","자료실","9788987691879 ","휴먼  임팩트(반양장)","앤드루 가우디","손일","9788987691879.0","푸른길","2007-11-26","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1262946%3Ftimestamp%3D20200405125253","https://search.daum.net/search?w=bookpage&bookId=1262946&q=%ED%9C%B4%EB%A8%BC++%EC%9E%84%ED%8C%A9%ED%8A%B8%28%EB%B0%98%EC%96%91%EC%9E%A5%29"," "
"(성무중심)설문해자","금하연;오채금","일월산방","2008","자료실","9788992582193 ","성부중심 설문해자 (개정판)(2판)","금하연","","9788992582193.0","일월산방","2010-06-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1372422%3Ftimestamp%3D20190128044138","https://search.daum.net/search?w=bookpage&bookId=1372422&q=%EC%84%B1%EB%B6%80%EC%A4%91%EC%8B%AC+%EC%84%A4%EB%AC%B8%ED%95%B4%EC%9E%90+%28%EA%B0%9C%EC%A0%95%ED%8C%90%29%282%ED%8C%90%29"," "
"(미치도록 가보고 싶은 우리 땅)울릉도.독도","양영훈","넥서스 BOOKS","2005","자료실","8957971572 ","울릉도 독도(미치도록 가보고 싶은 우리 땅)","양영훈","","9788957971574.0","넥서스BOOKS","2005-05-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F769845%3Ftimestamp%3D20190124221027","https://search.daum.net/search?w=bookpage&bookId=769845&q=%EC%9A%B8%EB%A6%89%EB%8F%84+%EB%8F%85%EB%8F%84%28%EB%AF%B8%EC%B9%98%EB%8F%84%EB%A1%9D+%EA%B0%80%EB%B3%B4%EA%B3%A0+%EC%8B%B6%EC%9D%80+%EC%9A%B0%EB%A6%AC+%EB%95%85%29"," "
"(아름답고 평등한)퀴리부부","퀴리, 에브","세계의 여성들","1997","자료실","8986701049 ","아름답고 평등한 퀴리부부","에브 퀴리","장미","9788986701043.0","세계의여성들","1997-07-14","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1243518%3Ftimestamp%3D20221025134014","https://search.daum.net/search?w=bookpage&bookId=1243518&q=%EC%95%84%EB%A6%84%EB%8B%B5%EA%B3%A0+%ED%8F%89%EB%93%B1%ED%95%9C+%ED%80%B4%EB%A6%AC%EB%B6%80%EB%B6%80"," "
"교양있는 엔지니어","새뮤얼 C. 플러먼 지음;문은실 옮김","생각의나무","2007","자료실","9788984986923 ","교양있는 엔지니어(공학과의 새로운 만남)(양장본 HardCover)","새뮤얼 C. 플러먼","문은실","9788984986923.0","생각의나무","2007-05-02","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1204652%3Ftimestamp%3D20220403191855","https://search.daum.net/search?w=bookpage&bookId=1204652&q=%EA%B5%90%EC%96%91%EC%9E%88%EB%8A%94+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4%28%EA%B3%B5%ED%95%99%EA%B3%BC%EC%9D%98+%EC%83%88%EB%A1%9C%EC%9A%B4+%EB%A7%8C%EB%82%A8%29%28%EC%96%91%EC%9E%A5%EB%B3%B8+HardCover%29"," "
"처음 읽는 미래과학 교과서. 4: 지하도시","김문겸","김영사","2007","자료실","9788934921875 ","처음읽는 미래과학 교과서. 4: 지하도시","김문겸","","9788934921875.0","김영사","2007-11-26","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F518625%3Ftimestamp%3D20220410174140","https://search.daum.net/search?w=bookpage&bookId=518625&q=%EC%B2%98%EC%9D%8C%EC%9D%BD%EB%8A%94+%EB%AF%B8%EB%9E%98%EA%B3%BC%ED%95%99+%EA%B5%90%EA%B3%BC%EC%84%9C.+4%3A+%EC%A7%80%ED%95%98%EB%8F%84%EC%8B%9C"," "
