No,자료유형,등록번호,자료명,저자,출판사,출판년도,청구기호,자료상태,소장처,화폐구분,가격,ISBN
19257,단행본,KM00111279,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2 c.17,대출가능,정리실,￦,5000,
19258,단행본,KM00111278,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2 c.16,대출가능,정리실,￦,5000,
19259,단행본,KM00111277,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2 c.15,대출가능,정리실,￦,5000,
19260,단행본,KM00111276,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2 c.14,대출가능,정리실,￦,5000,
19261,단행본,KM00111275,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2 c.13,대출가능,정리실,￦,5000,
19262,단행본,KM00111274,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2 c.12,대출가능,정리실,￦,5000,
19263,단행본,KM00111273,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2 c.11,대출가능,정리실,￦,5000,
19264,단행본,KM00111272,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2 c.10,대출가능,2층 자료실,￦,5000,
19265,단행본,KM00111271,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2 c.9,대출가능,2층 자료실,￦,5000,
19266,단행본,KM00111270,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2 c.8,대출가능,2층 자료실,￦,5000,
19267,단행본,KM00111268,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2 c.6,대출가능,2층 자료실,￦,5000,
19268,단행본,KM00111266,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2 c.4,대출가능,2층 자료실,￦,5000,
19269,단행본,KM00111265,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2 c.3,대출가능,2층 자료실,￦,5000,
19270,단행본,KM00111264,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2 c.2,대출가능,2층 자료실,￦,5000,
19271,단행본,KM00111263,한국단편문학의 논리적 풀이. 2,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.2,대출가능,2층 자료실,￦,5000,
19272,단행본,KM00111262,한국단편문학의 논리적 풀이. 1,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.1 c.18,대출가능,정리실,￦,5000,
19273,단행본,KM00111261,한국단편문학의 논리적 풀이. 1,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.1 c.17,대출가능,정리실,￦,5000,
19274,단행본,KM00111260,한국단편문학의 논리적 풀이. 1,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.1 c.16,대출가능,정리실,￦,5000,
19275,단행본,KM00111259,한국단편문학의 논리적 풀이. 1,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.1 c.15,대출가능,정리실,￦,5000,
19276,단행본,KM00111258,한국단편문학의 논리적 풀이. 1,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.1 c.14,대출가능,정리실,￦,5000,
19277,단행본,KM00111257,한국단편문학의 논리적 풀이. 3,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.3 c.11,대출가능,정리실,￦,5000,
19278,단행본,KM00111256,한국단편문학의 논리적 풀이. 1,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.1 c.13,대출가능,정리실,￦,5000,
19279,단행본,KM00111255,한국단편문학의 논리적 풀이. 1,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.1 c.12,대출가능,정리실,￦,5000,
19280,단행본,KM00111253,한국단편문학의 논리적 풀이. 1,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.1 c.10,대출가능,2층 자료실,￦,5000,
19281,단행본,KM00111252,한국단편문학의 논리적 풀이. 1,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.1 c.11,대출가능,정리실,￦,5000,
19282,단행본,KM00111251,한국단편문학의 논리적 풀이. 1,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.1 c.9,대출가능,2층 자료실,￦,5000,
19283,단행본,KM00111249,한국단편문학의 논리적 풀이. 1,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.1 c.7,대출가능,2층 자료실,￦,5000,
19284,단행본,KM00111247,한국단편문학의 논리적 풀이. 1,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.1 c.5,대출가능,2층 자료실,￦,5000,
19285,단행본,KM00111246,한국단편문학의 논리적 풀이. 1,김양수 [편.평설],한국교육평가원,1993,810.906 김63ㅎ v.1 c.4,대출가능,2층 자료실,￦,5000,
19286,단행본,KM00111236,빈손으로 와서 빈손으로 간다,김상문,상문각,1992,012.099 김52ㅂ c.4,대출가능,2층 자료실,￦,5000,
19287,단행본,KM00111235,빈손으로 와서 빈손으로 간다,김상문,상문각,1992,012.099 김52ㅂ c.3,대출가능,2층 자료실,￦,5000,
19288,단행본,KM00111234,빈손으로 와서 빈손으로 간다,김상문,상문각,1992,012.099 김52ㅂ c.2,대출가능,2층 자료실,￦,5000,
19289,단행본,KM00111233,빈손으로 와서 빈손으로 간다,김상문,상문각,1992,012.099 김52ㅂ,대출가능,2층 자료실,￦,5000,
19290,단행본,KM00111208,서양정신의 위기와 동양의 희망,최유진,한빛문화사,1983,331.5 최66ㅅ,대출가능,자료실,￦,3000,
19291,단행본,KM00111189,仁村記念會史(1956~1991),仁村기념회 [편],仁村기념회,1992,061.109 인84ㅇ,대출가능,자료실,￦,0,
19292,단행본,KM00111179,스칸디나비아,타임라이프북스편집부 [편],한국일보타임-라이프,1991,982.3 타68ㅅ,대출가능,자료실,￦,17000,
19293,단행본,KM00111178,영국,타임라이프북스편집부 [편],한국일보타임-라이프,1991,982.4 타68ㅇ,대출가능,자료실,￦,17000,
19294,단행본,KM00111177,중국,타임라이프북스편집부 [편],한국일보 타임-라이프,1991,981.2 타68ㅈ c.2,대출가능,자료실,￦,17000,
19295,단행본,KM00111176,오스트레일리아,타임라이프북스편집부 [편],한국일보타임-라이프,1991,986.2 타68ㅇ,대출가능,자료실,￦,17000,
19296,단행본,KM00111175,스페인,타임라이프북스편집부 [편],한국일보타임-라이프,1991,982.7 타68ㅅ,대출가능,자료실,￦,17000,
19297,단행본,KM00111174,프랑스,타임라이프북스편집부 [편],한국일보타임-라이프,1991,982.6 타68ㅍ,대출가능,자료실,￦,17000,
19298,단행본,KM00111172,이스라엘,타임라이프북스편집부 [편],한국일보타임-라이프,1991,981.94 타68ㅇ,대출가능,자료실,￦,17000,
19299,단행본,KM00111171,브라질,타임라이프북스편집부 [편],한국일보타임-라이프,1991,985.3 타68ㅂ,대출가능,자료실,￦,17000,
19300,단행본,KM00111170,캐나다,타임라이프북스편집부 [편],한국일보타임-라이프,1991,984.1 타68ㅋ,대출가능,자료실,￦,17000,
19301,단행본,KM00111169,아라비아 반도,타임라이프북스편집부 [편],한국일보타임-라이프,1991,981.9 타68ㅇ,대출가능,자료실,￦,17000,
19302,단행본,KM00111167,동아프리카,타임라이프북스편집부 [편],한국일보타임-라이프,1991,981.5 타68ㄷ c.2,대출가능,자료실,￦,17000,
19303,단행본,KM00111166,이탈리아,타임라이프북스편집부 [편],한국일보타임라이프,1991,982.8 타68ㅇ,대출가능,자료실,￦,17000,
19304,단행본,KM00111163,멕시코,타임라이프북스편집부 [편],한국일보타임-라이프,1991,984.3 타68ㅁ c.2,대출가능,자료실,￦,17000,
19305,단행본,KM00111162,동유럽,타임라이프북스편집부 [편],한국일보타임-라이프,1991,982.56 타68ㄷ,대출가능,자료실,￦,17000,
19306,단행본,KM00111161,소련,타임라이프북스편집부 [편],한국일보타임-라이프,1991,982.9 타68ㅅ,대출가능,자료실,￦,17000,
19307,단행본,KM00111130,현대북한말 소사전,조선일보사편,조선일보사,1980,713 조54ㅎ,대출가능,2층 자료실,￦,0,
19308,단행본,KM00111025,소설 太白山脈 그 현장을 찾아서,김종오,鍾소리,1992,813.09 김75ㅅ c.2,대출가능,2층 자료실,￦,5500,
19309,단행본,KM00111024,소설 太白山脈 그 현장을 찾아서,김종오,鍾소리,1992,813.09 김75ㅅ,대출가능,2층 자료실,￦,5500,
19310,단행본,KM00111021,추위를 이겨낸 장미는 아름답다,안병욱 외저,화량문화사,1992,814.6 안44ㅊ,대출가능,2층 자료실,￦,3000,
19311,단행본,KM00111018,빨치산의 진실,이기봉,다나,1992,911.07 이18ㅃ,대출가능,2층 자료실,￦,5800,8973710346
19312,단행본,KM00110985,대동이 5,박문기,정신세계사,1991,813.6 박36ㄷ v.5,대출가능,자료실,￦,6000,
19313,단행본,KM00110981,대동이.1,박기문,정신세계사,1991,813.6 박18ㄷ v.1 c.2,대출가능,자료실,￦,3500,
19314,단행본,KM00110980,"장길산,10",황석영,현암사,||||,800 황54ㅈ v.10 c.2,대출가능,자료실,￦,4500,
19315,단행본,KM00110979,"장길산,9",황석영,현암사,||||,800 황54ㅈ v.9 c.2,대출가능,자료실,￦,5000,
19316,단행본,KM00110978,"장길산,8",황석영,현암사,||||,800 황54ㅈ v.8 c.2,대출가능,자료실,￦,4500,
19317,단행본,KM00110976,"장길산,6",황석영,현암사,||||,800 황54ㅈ v.6 c.2,대출가능,자료실,￦,5000,
19318,단행본,KM00110975,"장길산,5",황석영,현암사,||||,800 황54ㅈ v.5 c.2,대출가능,자료실,￦,4500,
19319,단행본,KM00110974,"장길산,4",황석영,현암사,||||,800 황54ㅈ v.4 c.2,대출가능,자료실,￦,4500,
19320,단행본,KM00110970,"장길산,10",황석영,현암사,||||,800 황54ㅈ v.10,대출가능,자료실,￦,4500,
19321,단행본,KM00110969,"장길산,9",황석영,현암사,||||,800 황54ㅈ v.9,대출가능,자료실,￦,5000,
19322,단행본,KM00110968,"장길산,8",황석영,현암사,||||,800 황54ㅈ v.8,대출가능,자료실,￦,4500,
19323,단행본,KM00110967,"장길산,7",황석영,현암사,||||,800 황54ㅈ v.7,대출가능,자료실,￦,4500,
19324,단행본,KM00110966,"장길산,6",황석영,현암사,||||,800 황54ㅈ v.6,대출가능,자료실,￦,5000,
19325,단행본,KM00110964,"장길산,4",황석영,현암사,||||,800 황54ㅈ v.4,대출가능,자료실,￦,4500,
19326,단행본,KM00110962,"장길산,2",황석영,현암사,||||,800 황54ㅈ v.2,대출가능,자료실,￦,5000,
19327,단행본,KM00110961,장길산1,황석영,현암사,1995,800 황54ㅈ v.1,대출가능,자료실,￦,5000,
19328,단행본,KM00110960,(소설)목민심서.5,황인경,삼진기획,1992,813.6 황68ㅁ v.5 c.2,대출가능,2층 자료실,￦,4500,
19329,단행본,KM00110959,(소설)목민심서.4,황인경,삼진기획,1992,813.6 황68ㅁ v.4 c.2,대출가능,2층 자료실,￦,4500,
19330,단행본,KM00110958,(소설)목민심서.3,황인경,삼진기획,1992,813.6 황68ㅁ v.3,대출가능,2층 자료실,￦,4500,
19331,단행본,KM00110955,(소설)목민심서.5,황인경,삼진기획,1992,813.6 황68ㅁ v.5,대출가능,2층 자료실,￦,4500,
19332,단행본,KM00110954,(소설)목민심서.4,황인경,삼진기획,1992,813.6 황68ㅁ v.4,대출가능,2층 자료실,￦,4500,
19333,단행본,KM00110951,(소설)목민심서. 1,황인경,삼진기획,1995,813.6 황68ㅁ v.1,대출가능,2층 자료실,￦,4500,8972080055
19334,단행본,KM00110940,평양 25시,고영환,고려원,1992,818.6 고64ㅍ,대출가능,2층 자료실,￦,4500,8912070525
19335,단행본,KM00110938,(겨레얼 담긴)옛시조감상,김종오,정신세계사,1990,811.3 김75ㄱ,대출가능,2층 자료실,￦,4500,
19336,단행본,KM00110930,컴퓨터는 깡통이다 2,이기성,가서원,1992,028.6 이18ㅋ v.2,대출가능,2층 자료실,￦,4800,
19337,단행본,KM00110929,컴퓨터는 깡통이다,이기성,가서원,1992,028.6 이18ㅋ,대출가능,2층 자료실,￦,3800,
19338,단행본,KM00110922,우리글 바로쓰기.1,이오덕,한길사,1992,710.4 이65ㅇ v.1 c.2,대출가능,2층 자료실,￦,8000,8935600067
19339,단행본,KM00110921,우리글 바로쓰기.1,이오덕,한길사,1992,710.4 이65ㅇ v.1,대출가능,2층 자료실,￦,8000,8935600067
19340,단행본,KM00110901,연개소문 1,유현종,행림,1992,813.6 유94ㅇ v.1,대출가능,자료실,￦,4200,
19341,단행본,KM00110894,(소설) 토정비결 상,이재운,해냄,1992,813.6 이73ㅌ v.1,대출가능,자료실,￦,6000,8973370014
19342,단행본,KM00110892,애국전쟁.상,톰 클랜시 지음,잎새,1992,843 톰877ㅇ v.1,대출가능,2층 자료실,￦,6000,
19343,단행본,KM00110883,종이시계,앤 타일러 [지음] ; 장영희 [옮김],동문사,1992,843 타63ㅈ,대출가능,2층 자료실,￦,4600,
19344,단행본,KM00110882,코마,로빈 쿡,(도서출판)열림원,1992,843 쿡295ㅋ,대출가능,자료실,￦,5800,
19345,단행본,KM00110869,동냥그릇,박상준,장원,1993,813.8 박52ㄷ,대출가능,자료실,￦,0,
19346,단행본,KM00110868,매월당 김시습,이문구,문이당,1992,813.6 이36ㅁ,대출가능,2층 자료실,￦,5500,
19347,단행본,KM00110835,淑峯꽃꽂이 中央會作品集,전숙일 [편저],한국꽃예술작가협회,1991,699.95 전56ㅅ c.3,대출가능,2층 자료실,￦,0,
19348,단행본,KM00110827,한국의 성곽과 봉수 中. 2,[한국보이스카우트연맹 편],한국보이스카우트연맹,1990,611 한16ㅎ v.2,대출가능,자료실,￦,0,
19349,단행본,KM00110806,놀이도감,오쿠나리 다쓰,진선출판사,1991,691 오876ㄴ,대출가능,2층 자료실,￦,4800,
19350,단행본,KM00110804,삶과 죽음의 음악,한상우,청한,1989,670.15 한52ㅅ,대출가능,2층 자료실,￦,5800,
19351,단행본,KM00110792,이야기 한국사,교양국사연구회 [엮음],청아,1996,911 교63ㅇ c.4,대출가능,2층 자료실,￦,9000,8936800620
19352,단행본,KM00110790,(김용옥 선생의)철학강의,김용옥,통나무펴냄,1991,104 김65ㄱ,대출가능,2층 자료실,￦,4000,
19353,단행본,KM00110778,"재미있는 물리여행,2","엡스타인, 루이스",김영사,1993,420 엡296ㅈ v.2,대출가능,2층 자료실,￦,3000,
19354,단행본,KM00110777,재미있는 물리여행 1,루이스 엡스타인,김영사,1993,420 엡296ㅈ v.1,대출가능,2층 자료실,￦,4300,
19355,단행본,KM00110776,(禪師)백척간두에서 무슨 절망이 있으랴,김정휴,명상,1991,224.4 김74ㅂ,대출가능,자료실,￦,4000,
19356,단행본,KM00110772,(쉽고 뜻깊은)불교 이야기,김달진,나남,1991,224.4 김22ㅂ,대출가능,자료실,￦,5500,
19357,단행본,KM00110768,신들의 풍차,셀던 시드니,청목,1991,843 셀58ㅅ,대출가능,자료실,￦,4500,
19358,단행본,KM00110745,젊은이여 希望의 등불을 켜라,안병욱,자유문학사,1990,814.6 안44ㅈ,대출가능,자료실,￦,6000,894240203
19359,단행본,KM00110736,(어느 할아버지의 평범한)문명이야기,박정기,(도서출판)삶과 꿈,1995,306 박74ㅁ,대출가능,자료실,￦,6500,
19360,단행본,KM00110729,우담바라 제4부,남지심,고려원,1991,813.6 남78ㅇ v.4,대출가능,자료실,￦,3800,
19361,단행본,KM00110728,우담바라 제3부,남지심,고려원,1991,813.6 남78ㅇ v.3,대출가능,자료실,￦,3600,
19362,단행본,KM00110727,우담바라 제2부,남지심,고려원,1991,813.6 남78ㅇ v.2,대출가능,자료실,￦,3600,
19363,단행본,KM00110726,우담바라.제1부,남지심,고려원,1991,813.6 남78ㅇ v.1,대출가능,자료실,￦,3800,
19364,단행본,KM00110720,(소설)이태백.하,이여천,혜서원,1991,813.6 이64ㅇ v.2,대출가능,2층 자료실,￦,4300,
19365,단행본,KM00110715,대동이.1,박기문,정신세계사,1991,813.6 박18ㄷ v.1,대출가능,자료실,￦,3500,
19366,단행본,KM00110711,(소설)초한지.3,정비석,고려원,1990,813.6 정48ㅊ v.3 c.2,대출가능,자료실,￦,3800,
19367,단행본,KM00110701,임꺽정. 9: 화적편 3,홍명희,사계절,1996,813.6 홍34ㅇ v.9,대출가능,2층 자료실,￦,6000,8971962925
19368,단행본,KM00110578,科學의 世紀,"바딘, 존...[등저]; 玄源福 [譯]",科學世紀社,1988,409 바28ㄱ,대출가능,자료실,￦,4500,
19369,단행본,KM00110554,한국 사회와 관료적 권위주의,한상진,文學과 知性社,1989,331.5 한52ㅎ c.2,대출가능,자료실,￦,5000,
19370,단행본,KM00110553,교원들에게 드리는 건의.상,브 아 쑤호믈린스끼,거름,1988,371.3 쑤47ㄱ v.1,대출가능,2층 자료실,￦,4000,
19371,단행본,KM00110537,찾아라 길이있다,"힐, 나폴레옹",시몬,1989,189 힐192ㅊ c.2,대출가능,자료실,￦,3500,
19372,단행본,KM00110495,일상적 삶,"그르니에,쟝",청하,1989,864 그72ㅇ,대출가능,자료실,￦,3000,
19373,단행본,KM00110493,안네프랑크 이야기,Miep Gies,(주)시사영어사,1988,909.54 G455ㅇ,대출가능,2층 자료실,￦,3200,
19374,단행본,KM00110487,중국현대문학사,권철 ; 김제봉 [공]편저,한겨레,1989,820.907 권83ㅈ c.2,대출가능,자료실,￦,5400,
19375,단행본,KM00110483,最後의 그말 한마디,손충무,文學藝術社,1986,304 손85ㅊ c.2,대출가능,자료실,￦,3500,
19376,단행본,KM00110468,언젠가는 다시 만나리,이외수,한겨레,1989,813.6 이65ㅇ,대출가능,2층 자료실,￦,0,
19377,단행본,KM00110438,正書法資料,李升九 [編著],大韓敎科書株式會社,1990,711 이57ㅈ,대출가능,2층 자료실,￦,13000,
19378,단행본,KM00110434,正書法資料,李升九 [編著],大韓敎科書株式會社,1990,711 이57ㅈ c.2,대출가능,자료실,￦,13000,
19379,단행본,KM00110431,원색 한국 식물 도감,고경식,아카데미 서적,1989,480.25 고44ㅇ,대출가능,자료실,￦,20000,
19380,단행본,KM00110430,韓國園藝植物圖鑑,尹平燮,지식산업사,1989,R 480.25 윤894ㅎ,대출가능,자료실,￦,120000,
19381,단행본,KM00110422,영웅시대.하,이문열,민음사,1990,813.6 이36ㅇ v.2,대출가능,2층 자료실,￦,4000,
19382,단행본,KM00110421,영웅시대상,이문열,민음사,1990,813.6 이36ㅇ v.1,대출가능,2층 자료실,￦,0,
19383,단행본,KM00110420,故事成語,박일봉,育文社,1990,713.4 박68ㄱ,대출가능,자료실,￦,10000,
19384,단행본,KM00110360,아Q정전(외),노신 외[지음] ; 이가원 외[지음],학원출판공사,1987,808 세14 v.42,대출가능,자료실,￦,0,
19385,단행본,KM00110359,허클베리 핀의 모험(외),트웨인 외[지음] ; 김영선 [옮김],학원출판공사,1987,808 세14 v.41,대출가능,자료실,￦,0,
19386,단행본,KM00110358,말테의 수기(외),릴케 외[지음] ; 김양순 외[옮김],학원출판공사,1987,808 세14 v.40,대출가능,자료실,￦,0,
19387,단행본,KM00110357,실락원(외),밀턴 외[지음] ; 이창배 외[옮김],학원출판공사,1987,808 세14 v.39,대출가능,자료실,￦,0,
19388,단행본,KM00110356,그리스 로마 신화(외),불핀치 외[지음] ; 손명현 외[옮김],학원출판공사,1978,808 세14 v.38,대출가능,자료실,￦,0,
19389,단행본,KM00110355,베니스의 상인(외),셰익스피어 [지음] ; 김재경 [옮김],학원출판공사,1987,808 세14 v.37,대출가능,자료실,￦,0,
19390,단행본,KM00110354,분노의 포도,스타인 벡 [지음] ; 노희엽 [옮김],학원출판공사,1987,808 세14 v.36,대출가능,자료실,￦,0,
19391,단행본,KM00110353,누구를 위하여 종은 울리나,헤밍웨이 [지음] ; 박진석 외[옮김],학원출판공사,1987,808 세14 v.35,대출가능,자료실,￦,0,
19392,단행본,KM00110352,인간의 굴레,모옴 [지음] ; 조용만 [옮김],학원출판공사,1987,808 세14 v.34,대출가능,자료실,￦,0,
19393,단행본,KM00110350,지와 사랑 (외),헤세 외[지음] ; 이병찬 외[옮김],학원출판공사,1987,808 세14 v.32,대출가능,자료실,￦,0,
19394,단행본,KM00110349,바람과 함께 사라지다.Ⅱ,미첼 [지음] ; 장왕록 [옮김],학원출판공사,1987,808 세14 v.31,대출가능,자료실,￦,0,
19395,단행본,KM00110348,바람과 함께 사라지다.Ⅰ,미첼 [지음] ; 장왕록 [옮김],학원출판공사,1987,808 세14 v.30,대출가능,자료실,￦,0,
19396,단행본,KM00110347,성/심판/변신,카프카 [지음] ; 김정진 외[옮김],학원출판공사,1987,808 세14 v.29,대출가능,자료실,￦,0,
19397,단행본,KM00110346,테스(외),하디 외[지음] ; 정인섭 [옮김],학원출판공사,1987,808 세14 v.28,대출가능,자료실,￦,0,
19398,단행본,KM00110345,백경,멜빌 [지음] ; 이가형 [옮김],학원출판공사,1987,808 세14 v.27,대출가능,자료실,￦,0,
19399,단행본,KM00110344,장크리스또프.Ⅲ,롤랑 [지음] ; 손석린 [옮김],학원출판공사,1987,808 세14 v.26,대출가능,자료실,￦,0,
19400,단행본,KM00110343,장크리스또프.Ⅱ,롤랑 [지음] ; 손석린 [옮김],학원출판공사,1987,808 롤292ㅈ v.25,대출가능,자료실,￦,0,
19401,단행본,KM00110342,장크리스또프.Ⅰ,롤랑 [지음] ; 손석린 [옮김],학원출판공사,1987,808 세14 v.24,대출가능,자료실,￦,0,
19402,단행본,KM00110341,안나까레니나.Ⅱ,똘스또이 [지음] ; 맹은빈 [옮김],학원출판공사,1987,808 세14 v.23,대출가능,자료실,￦,0,
19403,단행본,KM00110340,안나까레니나.Ⅰ,똘스또이 [지음] ; 맹은빈 [옮김],학원출판공사,1987,808 세14 v.22,대출가능,자료실,￦,0,
19404,단행본,KM00110339,부활,똘스또이 [지음] ; 이동현 [옮김],학원출판공사,1987,808 세14 v.21,대출가능,자료실,￦,0,
19405,단행본,KM00110338,백치,도스또옙스끼 [지음] ; 최홍 [옮김],학원출판공사,1987,808 세14 v.20,대출가능,자료실,￦,0,
19406,단행본,KM00110337,죄와 벌,도스또옙스끼 [지음] ; 채대치 [옮김],학원출판공사,1987,808 세14 v.19,대출가능,자료실,￦,0,
19407,단행본,KM00110336,검은 고양이(외),포우 외[지음] ; 허문순 외[옮김],학원출판공사,1987,808 세14 v.18,대출가능,자료실,￦,0,
19408,단행본,KM00110335,에프케니 오네긴(외),푸시킨 외[지음] ; 구자운 외[옮김],학원출판공사,1987,808 세14 v.17,대출가능,자료실,￦,0,
19409,단행본,KM00110331,보바리 부인/여자의 일생,플로베르/모파상 [지음] ; 민희식 외[지음],학원출판공사,1987,808 세14 v.13,대출가능,자료실,￦,0,
19410,단행본,KM00110330,폭풍의 언덕/오만과 편견,E. 브론테/오스틴 [지음] ; 김종길 외[옮김],학원출판공사,1987,808 세14 v.12,대출가능,자료실,￦,0,
19411,단행본,KM00110329,제인에어(외),C. 브론테 외[지음] ; 원응서 [옮김],학원출판공사,1987,808 세14 v.11,대출가능,자료실,￦,0,
19412,단행본,KM00110328,골짜기의 백합(외),발작 외[지음] ; 이윤석 [옮김],학원출판공사,1987,808 세14 v.10,대출가능,자료실,￦,0,
19413,단행본,KM00110327,적과흑,스땅달 [지음] ; 서정철 [옮김],학원출판공사,1987,808 세14 v.9,대출가능,자료실,￦,0,
19414,단행본,KM00110326,파우스트 비극(외),괴테,학원출판공사,1987,808 세14 v.8,대출가능,자료실,￦,0,
19415,단행본,KM00110325,돈끼호떼.Ⅱ,세르반떼스 [지음] ; 김현창 [옮김],학원출판공사,1987,808 세14 v.7,대출가능,자료실,￦,0,
19416,단행본,KM00110324,돈끼호떼.Ⅰ,세르반떼스 [지음] ; 김현창 [옮김],학원출판공사,1987,808 세14 v.6,대출가능,자료실,￦,0,
19417,단행본,KM00110323,켄터베리이야기,초서 [지음] ; 김진만 [옮김],학원출판공사,1987,808 세14 v.5,대출가능,자료실,￦,0,
19418,단행본,KM00110322,데카메론,보카치오 [지음] ; 한형곤 [옮김],학원출판공사,1987,808 세14 v.4,대출가능,자료실,￦,0,
19419,단행본,KM00110321,신곡,단테 [지음] ; 허인 [옮김],학원출판공사,1987,808 세14 v.3,대출가능,자료실,￦,0,
19420,단행본,KM00110320,그리스 비극,아이스퀼로스 외[지음] ; 조우현 [옮김],학원출판공사,1987,808 세14 v.2,대출가능,자료실,￦,0,
19421,단행본,KM00110319,햄릿(외),세익스피어 [지음] ; 김재남 [옮김],학원출판공사,1987,808 세14 v.1,대출가능,자료실,￦,0,
19422,단행본,KM00110311,불꽃/싸릿골의 신화(외),선우휘,학원출판공사,1988,810.8 학66 v.23 c.2,대출가능,자료실,￦,6600,
19423,단행본,KM00110308,요한시집/장씨일가,장용학/유주현,학원출판공사,1988,810.8 학66 v.20 c.2,대출가능,자료실,￦,6600,
19424,단행본,KM00110301,사밧재/지저깨비들/바보,김정한/이주홍/조용만,학원출판공사,1988,810.8 학66 v.13 c.3,대출가능,자료실,￦,6600,
19425,단행본,KM00110300,백치아다다/구관조(외),계용묵/허윤석,학원출판공사,1988,810.8 학66 v.12,대출가능,자료실,￦,6600,
19426,단행본,KM00110296,인간문제/성황당/고향(외),강경애/정비석/한인택,학원출판공사,1988,810.8 학66 v.8 c.3,대출가능,자료실,￦,6600,
19427,단행본,KM00110295,탈출기/꺼래이/잔등(외),최서해/백신애/허준,학원출판공사,1988,810.8 학66 v.7,대출가능,자료실,￦,6600,
19428,단행본,KM00110291,표본실의 청개구리(외),염상섭,학원출판공사,1988,810.8 학66 v.3 c.2,대출가능,자료실,￦,6600,
19429,단행본,KM00110288,오늘의 한국문학 33인선. 33,이문구,양우당,1988,810.8 이36ㅇ v.33,대출가능,2층 자료실,￦,290000,
19430,단행본,KM00110287,오늘의 한국문학 33인선. 32,송기숙,양우당,1988,810.8 송18ㅇ v.32 c.2,대출가능,2층 자료실,￦,290000,
19431,단행본,KM00110286,오늘의 한국문학 33인선. 31,신상웅,양우당,1988,810.8 신52ㅇ v.31,대출가능,2층 자료실,￦,290000,
19432,단행본,KM00110285,오늘의 한국문학 33인선. 30,유현종,양우당,1988,810.8 유94ㅇ v.30 c.3,대출가능,2층 자료실,￦,290000,
19433,단행본,KM00110284,오늘의 한국문학 33인선. 29,김병총,양우당,1988,810.8 김44ㅇ v.29 c.2,대출가능,2층 자료실,￦,290000,
19434,단행본,KM00110283,오늘의 한국문학. 28,김채원,양우당,1988,810.8 김82ㅇ v.28 c.3,대출가능,자료실,￦,290000,
19435,단행본,KM00110282,오늘의 한국문학 33인선. 27,송영,양우당,1988,810.8 송64ㅇ v.27 c.2,대출가능,2층 자료실,￦,290000,
19436,단행본,KM00110281,오늘의 한국문학 33인선. 26,이외수,양우당,1988,810.8 이65ㅇ v.26 c.2,대출가능,2층 자료실,￦,290000,
19437,단행본,KM00110280,오늘의 한국문학 33인선. 25,최일남,양우당,1988,810.8 최68ㅇ v.25 c.3,대출가능,2층 자료실,￦,290000,
19438,단행본,KM00110279,오늘의 한국문학 33인선. 24,박태순,양우당,1988,810.8 박883ㅇ v.24 c.2,대출가능,2층 자료실,￦,290000,
19439,단행본,KM00110278,오늘의 한국문학 33인선. 23,천승세,양우당,1988,810.8 천57ㅇ v.23 c.3,대출가능,2층 자료실,￦,290000,
