No,자료유형,등록번호,자료명,저자,출판사,출판년도,청구기호,자료상태,소장처,화폐구분,가격,ISBN
6072,단행본,KM00142605,소설. 2: 소설,"우찬제,김미현 엮음",문학과지성사,2007,810.82 우82ㅅ v.2,대출가능,자료실,￦,40000,9788932016849
6073,단행본,KM00142604,소설. 1: 소설,"조남현,홍정선 엮음",문학과지성사,2007,810.82 조192ㅅ v.1,대출가능,자료실,￦,40000,9788932016832
6074,단행본,KM00142603,시,"최동호,신범순,정과리,이광호 엮음",문학과지성사,2007,810.82 최25ㅅ c.2,대출가능,자료실,￦,60000,9788932016825
6075,단행본,KM00142602,낯선땅에 홀리다,김연수 지음,마음의숲,2011,816.6 김64ㄴ,대출가능,자료실,￦,15000,9788992783422
6076,단행본,KM00142601,너무 아름다운 병,함성호 지음,문학과 지성사,2005,811.6 함54ㄴ,대출가능,자료실,￦,7000,9788932012957
6077,단행본,KM00142600,눈앞에 없는 사람,심보선,문학과지성사,2011,811.6 심45ㄴ,대출가능,자료실,￦,8000,9788932022291
6078,단행본,KM00142599,다카페 일기,모리 유지;권남희,북스코프,2008,668.5 모298ㄷ,대출가능,자료실,￦,15000,9788996113256
6079,단행본,KM00142598,소울푸드,성석제;백영옥,청어람미디어,2011,818 성54ㅅ,대출가능,자료실,￦,12800,9788997162055
6080,단행본,KM00142595,부메랑,윤성희,중앙books(중앙일보(문예중앙)),2011,813.6082 윤54ㅂ,대출가능,자료실,￦,13000,9788927802648
6081,단행본,KM00142594,칼 (외),이승우 지음,중앙북스,2010,813.6082 이57ㅋ,대출가능,자료실,￦,13000,9788927801597
6082,단행본,KM00142592,달로간 코미디언(외),김연수,중앙북스,2007,813.6082 김64ㄷ,대출가능,자료실,￦,9800,9788992731669
6083,단행본,KM00142591,존재의 형식 (외),방현석,"중앙일보,문예중앙",2003,813.6082 방94ㅈ,대출가능,자료실,￦,8900,9788957571323
6084,단행본,KM00142590,옛그림 속 우리 얼굴,이소영,낮은산,2009,654.5 이55ㅇ,대출가능,자료실,￦,11000,9788989646921
6085,단행본,KM00142589,개념미술,다니엘 마르조나 지음;김보라 옮김,마로니에북스,2007,650.99 마297ㄱ,대출가능,자료실,￦,12000,9788960530584
6086,단행본,KM00142588,폴 세잔,울리케 베크스 말로르니 지음;박미연 옮김,마로니에북스,2007,650.99 말295ㅍ,대출가능,자료실,￦,12000,9788960530294
6087,단행본,KM00142587,피테르 브뢰헬,로제 마리 하겐;라이너 하겐 지음;김영선 옮김,마로니에북스,2007,650.99 하14ㅍ,대출가능,자료실,￦,12000,9788960530270
6088,단행본,KM00142586,라파엘로,크리스토프 퇴네스 지음;이영주 옮김,마로니에북스,2007,650.99 퇴194ㄹ,대출가능,자료실,￦,12000,9788960530263
6089,단행본,KM00142585,히에로니무스 보스,월터 보싱 지음;김병화 옮김,마로니에북스,2007,650.99 보58ㅎ,대출가능,자료실,￦,12000,9788960530256
6090,단행본,KM00142584,피트 몬드리안,수잔네 다이허 지음;주은정 옮김,마로니에북스,2007,650.99 다68ㅍ,대출가능,자료실,￦,12000,9788960530249
6091,단행본,KM00142583,프란시스코 고야,로제-마리;라이너 하겐 지음;이민희 옮김,마로니에북스,2010,650.99 로74ㅍ,대출가능,자료실,￦,12000,9788960531895
6092,단행본,KM00142582,보테로,마리아나 한슈타인 지음;한성경 옮김,마로니에북스,2010,650.99 한56ㅂ,대출가능,자료실,￦,12000,9788960531871
6093,단행본,KM00142581,사실주의,케르스틴 슈트레멜 지음;정희정 옮김,마로니에북스,2008,650.99 슈887ㅅ,대출가능,자료실,￦,12000,9788960530225
6094,단행본,KM00142580,인상주의,카린 H. 그림 지음;하지은 옮김,마로니에북스,2010,650.99 그298ㅇ,대출가능,자료실,￦,12000,9788960531918
6095,단행본,KM00142579,비디오 아트,실비아 마르틴 지음;안혜영 옮김,마로니에북스,2010,650.99 마297ㅂ,대출가능,자료실,￦,12000,9788960531925
6096,단행본,KM00142578,HR 기거,H. R. 기거 지음;김미리 옮김,마로니에북스,2010,650.99 기14ㅇ,대출가능,자료실,￦,12000,9788960531932
6097,단행본,KM00142577,폴 고갱,인고 발터,마로니에북스,2007,650.99 발884ㅍㄱ,대출가능,자료실,￦,0,9788960530300
6098,단행본,KM00142576,바실리 칸딘스키,하요 뒤히팅,마로니에북스,2007,650.99 뒤98ㅂ,대출가능,자료실,￦,12000,9788960530232
6099,단행본,KM00142575,르네 마그리트,마르셀 파케 지음,마로니에북스,2008,650.99 파874ㄹ,대출가능,자료실,￦,12000,9788960530515
6100,단행본,KM00142574,다다이즘,디트마 엘거 지음; 김금미 옮김,마로니에북스,2008,650.99 엘14ㄷ,대출가능,자료실,￦,12000,9788960530553
6101,단행본,KM00142573,디에고 벨라스케스,노르베르트 볼프,마로니에북스,2008,650.99 볼897ㄷ,대출가능,자료실,￦,12000,896053028X
6102,단행본,KM00142572,루브르,뱅상 포마레드;에리히 레싱,시그마북스,2011,653 포32ㄹ,대출가능,자료실,￦,80000,9788984454712
6103,단행본,KM00142571,퓰리처상 사진,핼 부엘;박우정,현암사,2011,668 부64ㅍ,대출가능,자료실,￦,55000,9788932316024
6104,단행본,KM00142570,찾아라! 명화 속 숨은 그림,장세현 지음;오승민 일러스트레이션,낮은산,2011,650.4 장54ㅊ,대출가능,자료실,￦,15000,9788989646815
6105,단행본,KM00142568,살아있는 지리 교과서. 2: 인문지리-사람과 사람이 더불어 사는 세계,전국지리교사연합회,휴머니스트,2011,980 전16ㅅ v.2,대출가능,자료실,￦,20000,9788958624127
6106,단행본,KM00142567,살아있는 지리 교과서. 1: 자연지리-사람과 자연의 조화로운 공존,전국지리교사연합회,휴머니스트,2011,980 전16ㅅ v.1,대출가능,자료실,￦,20000,9788958624110
6107,단행본,KM00142566,신신,마르크 앙투안 마티외;김지희,휴머니스트,2011,657.1 마888ㅅ,대출가능,자료실,￦,12000,9788958624189
6108,단행본,KM00142565,(상식으로 꼭 알아야 할)세계 지도 지리 이야기,디딤;서영철,삼양미디어,2011,980 디28ㅅ,대출가능,자료실,￦,16000,9788958972136
6109,단행본,KM00142564,나는 한 마리 개미,저우쭝웨이;주잉춘,펜타그램,2011,828 저66ㄴ,대출가능,자료실,￦,15000,9788995651377
6110,단행본,KM00142563,헤겔의 체계.1. 088: 체계의 발전과 논리학,비토리오 회슬레;권대중 옮김,한길사,2007,165.4 회57ㅎ v.1,대출가능,자료실,￦,27000,9788935656684
6111,단행본,KM00142562,서양건축사. 1: 땅과 인간,임석재 지음,북하우스,2007,610.92 임54ㅅ v.1,대출가능,자료실,￦,30000,9788956050836
6112,단행본,KM00142560,칼로리 플래닛,피터 멘젤;페이스 달뤼시오,윌북,2011,594.04 멘74ㅋ,대출가능,자료실,￦,25000,9788991141711
6113,단행본,KM00142559,학문과 예술에 대하여 외. 092,장 자크 루소;김중현,한길사,2007,166.4 루55ㅎ,대출가능,자료실,￦,28000,9788935657094
6114,단행본,KM00142558,죽음에 이르는 병,쇠렌 키르케고르 지음;임규정 옮김,한길사,2007,163.7 키297ㅈ,대출가능,자료실,￦,20000,9788935657087
6115,단행본,KM00142557,거대한 전환,칼 폴라니;홍기빈,길,2009,320.9 폴292ㄱ,대출가능,자료실,￦,38000,9788987671314
6116,단행본,KM00142556,아주 가벼운 깃털 하나,공지영[지음],한겨레출판,2009,814.6 공78ㅇ,대출가능,자료실,￦,12000,9788984313170
6117,단행본,KM00142555,주제와 변주. 1,인디고서원[엮음],궁리,2006,001.3 인28ㅈ v.1 c.2,대출가능,자료실,￦,0,8958200561
6118,단행본,KM00142554,중국의 역사,가와카쓰요시오 지음;임대희 옮김,혜안,2004,912.036 가65ㅈ,대출가능,자료실,￦,18000,8984942138
6119,단행본,KM00142552,안나리사의 온넬라,안나리사,시드페이퍼,2011,818 안192ㅇ,대출가능,자료실,￦,15000,9788993976625
6120,단행본,KM00142551,생각지도 못한 생각지도,유영만,위너스북,2011,370.18 유64ㅅ,대출가능,자료실,￦,15000,9788994747071
6121,단행본,KM00142550,기인과 협객,박희병;정길수 편역,돌베개,2010,813.5 박97ㄱ,대출가능,자료실,￦,12000,9788971993927
6122,단행본,KM00142549,지금 이 순간을 살아라,에크하르트 톨레;노혜숙,양문,2008,214 톨294ㅈ,대출가능,자료실,￦,12500,9788987203959
6123,단행본,KM00142548,세상을 바꾸는 천개의 직업,박원순;권오환,문학동네,2011,321.55 박66ㅅ,대출가능,자료실,￦,15000,9788954616188
6124,단행본,KM00142547,"청소년, 코끼리에 맞서다",나탈리 르비살;배영란,한울림,2011,183.3 르48ㅊ,대출가능,자료실,￦,12000,9788958270584
6125,단행본,KM00142546,한 권의 책,최성일 지음,연암서가,2011,029.1 최54ㅎ,대출가능,자료실,￦,15000,9788994054162
6126,단행본,KM00142545,왓칭,김상운,정신세계사,2011,181.3 김52ㅇ,대출가능,자료실,￦,13000,9788935703463
6127,단행본,KM00142544,울고 싶어도 내 인생이니까,백정미 지음,함께BOOK,2011,199.1 백74ㅇ,대출가능,자료실,￦,14000,9788975045608
6128,단행본,KM00142543,렘브란트의 웃음,문광훈 지음,한길사,2010,600.1 문15ㄹ,대출가능,자료실,￦,20000,9788935661503
6129,단행본,KM00142542,"바람이 분다, 가라",한강 지음,문학과지성사,2010,813.6 한12ㅂ,대출가능,자료실,￦,10000,9788932020006
6130,단행본,KM00142541,서울대 리더십 강의,김광웅,21세기북스(북이십일),2011,331.17 김15ㅅ,대출가능,자료실,￦,15000,9788950933593
6131,단행본,KM00142540,화해,틱낫한;진우기,불광출판사,2011,185.5 틱192ㅎ,대출가능,자료실,￦,13000,9788974797638
6132,단행본,KM00142538,춘주좌전 Ⅲ. 076,좌구명 [지음];신동준 [옮김],한길,2006,146.1 좌16ㅊ v.3 c.2,대출가능,자료실,￦,30000,8935656844
6133,단행본,KM00142537,나의 아름다운 정원,심윤경,한겨례신문사,2002,813.6 심66ㄴ,대출가능,자료실,￦,9500,8984310743
6134,단행본,KM00142536,한국인의 심리코드,황상민,추수밭,2011,182.6911 황52ㅎ,대출가능,자료실,￦,15000,9788992355650
6135,단행본,KM00142535,지금 외롭다면 잘되고 있는 것이다,한상복,위즈덤하우스,2011,189 한52ㅈ,대출가능,자료실,￦,13500,9788960864863
6136,단행본,KM00142534,철학의 시대,강신주 지음,사계절,2011,152.2 강58ㅊ,대출가능,자료실,￦,15000,9788958285809
6137,단행본,KM00142533,철학적 시 읽기의 괴로움,강신주,동녘,2011,104 강58ㅊㅎ,대출가능,자료실,￦,16000,9788972976608
6138,단행본,KM00142531,잠자기 전 30분 독서,최효찬,위즈덤하우스,2011,029.8 최95ㅈ,대출가능,자료실,￦,13000,9788960864887
6139,단행본,KM00142530,평생 갈 내 사람을 남겨라,이주형 지음,비즈니스북스,2011,199.1 이76ㅍ,대출가능,자료실,￦,13000,9788991204904
6140,단행본,KM00142529,어떻게 원하는 것을 얻는가,스튜어트 다이아몬드;김태훈,S.O(세계사),2011,325.04 다68ㅇ,대출가능,자료실,￦,15000,9788933870181
6141,단행본,KM00142528,디자인과 진실,로버트 그루딘 지음;제현주 옮김,북돋움,2011,658 그296ㄷ,대출가능,자료실,￦,16800,9788992573191
6142,단행본,KM00142527,명화의 거짓말,니카노교코 지음; 이연식 옮김,북폴리오,2011,650.4 니872ㅁ,대출가능,자료실,￦,14000,9788937833519
6143,단행본,KM00142526,"다, 그림이다",손철주;이주은 지음,이봄(문학동네),2011,601.04 손83ㄷ,대출가능,자료실,￦,17500,9788954616478
6144,단행본,KM00142525,마음 치유 여행,수전 앤더슨;안인희,북하우스 퍼블리셔스,2009,182.3 앤24ㅁ,대출가능,자료실,￦,13800,9788956053622
6145,단행본,KM00142524,난설헌,최문희,다산책방,2011,813.6 최36ㄴ,대출가능,자료실,￦,13000,9788963706856
6146,단행본,KM00142523,네가 누구든 얼마나 외롭든,김연수,문학동네,2007,813.6 김64ㄴㄱ,대출가능,자료실,￦,10000,9788954603980
6147,단행본,KM00142522,불량한 주스 가게,유하순외 지음,푸른책들,2011,813.6 유92ㅂ,대출가능,자료실,￦,9500,9788957983010
6148,단행본,KM00142519,책은 도끼다,박웅현 지음,북하우스,2011,001.3 박66ㅊ,대출가능,자료실,￦,16000,9788956055466
6149,단행본,KM00142518,리투아니아 여인,이문열,민음사,2011,813.6 이36ㄹㅌ,대출가능,자료실,￦,11500,9788937483974
6150,단행본,KM00142517,행복한 논어 읽기,양병무,21세기북스(북이십일),2009,148.3 양44ㅎ,대출가능,자료실,￦,12000,9788950917418
6151,단행본,KM00142516,"감히, 아름다움",최재천 엮음,이음,2011,818 최73ㄱㅎ,대출가능,자료실,￦,13000,9788993166385
6152,단행본,KM00142515,"몇 번이라도 좋다 이 지독한 삶이여, 다시",도다세이지 지음;김해용 옮김,황매,2006,833.6 도22ㅁ,대출가능,자료실,￦,7000,8991312179
6153,단행본,KM00142514,(천체물리학자 위베르)할아버지가 들려주는 우주 이야기,위베르 리브;강미란,열림원,2011,443.1 리47ㅎ,대출가능,자료실,￦,13000,9788970636900
6154,단행본,KM00142513,그대 언제 이 숲에 오시렵니까,도종환,좋은생각(비전하우스),2008,814.6 도75ㄱㄷ,대출가능,자료실,￦,12000,9788991934344
6155,단행본,KM00142510,사라진 스푼,샘 킨 지음;이충호:옮김,해나무,2011,435 킨53ㅅ,대출가능,자료실,￦,20000,9788956055510
6156,단행본,KM00142509,선택의 과학,리드 몬터규 지음;박중서 옮김,사이언스북스,2011,511.1813 몬884ㅅ,대출가능,자료실,￦,20000,9788983715241
6157,단행본,KM00142508,견딜 수 없는 사랑은 견디지 마라,서정윤;신철균,이가서,2007,811.6 서74ㄱㄷ,대출가능,자료실,￦,8900,9788958642435
6158,단행본,KM00142507,"깊은 밤, 기린의 말",박완서;이청준,문학의문학(동화출판사),2011,813.6082 박65ㄱ,대출가능,자료실,￦,12000,9788943103811
6159,단행본,KM00142506,나는 가끔 우두커니가 된다,천양희,창비,2011,811.6 천63ㄴㄴ,대출가능,자료실,￦,7000,9788936423261
6160,단행본,KM00142505,리스본행 야간열차. 2,파스칼 메르시어;전은경,들녘,2007,853 메297ㄹ v.2,대출가능,자료실,￦,9000,9788975276026
6161,단행본,KM00142504,리스본행 야간열차. 1,파스칼 메르시어;전은경,들녘,2007,853 메297ㄹ v.1,대출가능,자료실,￦,9000,9788975276019
6162,단행본,KM00142503,길모퉁이 건축,김성홍 지음,현암사,2011,610.4 김54ㄱ,대출가능,자료실,￦,20000,9788932315980
6163,단행본,KM00142502,한국의 간이역,"임석재 글,사진",인물과사상사,2009,616.34 임54ㅎ,대출가능,자료실,￦,17000,9788959061129
6164,단행본,KM00142501,꽃필날,손명찬 지음,좋은생각사람들,2011,811.6 손34ㄲ,대출가능,자료실,￦,13000,9788991934108
6165,단행본,KM00142500,신기한 수학 나라의 알렉스,알렉스 벨로스;김명남,까치글방,2011,410 벨295ㅅ,대출가능,자료실,￦,20000,9788972915140
6166,단행본,KM00142499,UFO가 날고 트랜스젠더 닭이 울었사옵니다,이성규 지음,살림Friends,2010,409.11 이54ㅇ,대출가능,자료실,￦,12000,9788952213990
6167,단행본,KM00142498,꿈을 빌려드립니다,가브리엘 가르시아 마르케스 지음;송병선 옮김,하늘연못,2006,873 마297ㄲ,대출가능,자료실,￦,9500,8959020184
6168,단행본,KM00142497,뭐라도 되겠지,김중혁 지음,마음산책,2011,814.6 김76ㅁ,대출가능,자료실,￦,13800,9788960901155
6169,단행본,KM00142496,세상을 바꾼 과학논쟁,강윤재,궁리출판,2011,404 강66ㅅ,대출중,자료실,￦,13000,9788958202158
6170,단행본,KM00142495,건축과 미술과 만나다 ,임석재 지음,휴머니스트,2008,610.92 임54ㄱ,대출가능,자료실,￦,19000,9788958622239
6171,단행본,KM00142494,과학자의 서재,최재천 지음,명진출판,2011,818 최73ㄱ,대출가능,자료실,￦,15000,9788976776747
6172,단행본,KM00142493,"건축, 우리의 자화상",임석재 지음,인물과사상사,2005,610.911 임54ㄱ,대출가능,자료실,￦,12000,8959060178
6173,단행본,KM00142492,(처음 소개되는)체호프 단편소설,안톤 체호프;이승억,인디북,2011,892.8 체95ㅊ,대출가능,자료실,￦,10000,9788958561309
6174,단행본,KM00142491,파이바닥의 달콤함,앨런 브래들리;성문영,문학동네,2011,843 브293ㅍ,대출가능,자료실,￦,13800,9788954615433
6175,단행본,KM00142490,파인만,짐 오타비아니 지음;릴런드 마이릭 그림;이상국 옮김,서해문집,2011,420.099 오882ㅍ c.2,대출가능,자료실,￦,13700,9788974834821
6176,단행본,KM00142489,파인만,짐 오타비아니 지음;릴런드 마이릭 그림;이상국 옮김,서해문집,2011,420.099 오882ㅍ,대출중,자료실,￦,13700,9788974834821
6177,단행본,KM00142487,인섹토피디아,휴 래플스 지음;우진하 옮김,21세기북스,2011,495.2 래897ㅇ,대출가능,자료실,￦,28000,9788950933340
6178,단행본,KM00142486,천문학 콘서트,이광식 지음,더숲,2011,440 이15ㅊ,대출가능,자료실,￦,16900,9788994418278
6179,단행본,KM00142485,코끼리는 아프다,G. A. 브래드쇼;구계원,현암사,2011,499.6 브293ㅋ,대출가능,자료실,￦,18000,9788932315874
6180,단행본,KM00142484,변신,프란츠 카프카 지음;루이스 스카파티 그림;이재황 옮김,문학동네,2005,853 카897ㅂ,대출가능,자료실,￦,9500,8954600204
6181,단행본,KM00142483,지리교수법,필 거쉬멜;백영기,푸른길,2011,980.7 거56ㅈ,대출가능,자료실,￦,28000,9788962911589
6182,단행본,KM00142482,중용한글역주,김용옥,통나무,2011,148.2 김65ㅈㅇ,대출가능,자료실,￦,29000,9788982644061
6183,단행본,KM00142481,생명과 진화,과학동아편집부외 글,과학동아북스,2011,476 과92ㅅ,대출가능,자료실,￦,15000,9788962860641
6184,단행본,KM00142480,위대한 물리학자. 6: 디랙에서 겔만까지 입자 물리학의 세계,윌리엄 크로퍼 지음;김희봉 옮김,사이언스 북스,2007,420.99 크295ㅇ v.6,대출가능,자료실,￦,7000,9788983712028
6185,단행본,KM00142479,(김탁환의)원고지,김탁환,황소자리,2011,816.6 김882ㅇ,대출가능,자료실,￦,13000,9788991508842
6186,단행본,KM00142478,꽃은 젖어도 향기는 젖지 않는다,도종환;이철수,한겨레출판,2011,814.6 도75ㄲ,대출가능,자료실,￦,15000,9788984315150
6187,단행본,KM00142477,프랜시스 크릭,매트 리들리;김명남,을유문화사,2011,476.1099 리27ㅍ,대출가능,자료실,￦,13000,9788932471730
6188,단행본,KM00142476,어린왕자 두 번째 이야기,A. G. 로엠메르스;김경집,지식의숲(넥서스),2011,873 로64ㅇ,대출가능,자료실,￦,12000,9788957979105
6189,단행본,KM00142475,꿈이 있는 거북이는 지치지 않습니다,김병만 지음,실크로드,2011,814.6 김44ㄲ,대출가능,자료실,￦,13000,9788994893150
6190,단행본,KM00142474,"수학의 무한, 철학의 무한",프랑수아즈 모노외르;장 디외도네,해나무(북하우스),2008,410.1 모195ㅅ,대출가능,자료실,￦,13500,9788956053066
6191,단행본,KM00142473,끝맺음에 서툰 당신에게,헨리 클리우드;이민주,교보문고,2011,325.04 클298ㄲ,대출가능,자료실,￦,13000,9788997235247
6192,단행본,KM00142472,위대한 물리학자. 3: 페러데이의 전자기학과 볼츠만의 통계 역학,윌리엄 크로퍼 지음;김희봉 옮김,사이언스 북스,2007,420.99 크295ㅇ v.3,대출가능,자료실,￦,7000,9788983711991
6193,단행본,KM00142471,위대한 물리학자. 4: 아인슈타인의 상대성이론과 슈뢰딩거의 양자 역학,윌리엄 크로퍼 지음;김희봉 옮김,사이언스 북스,2007,420.99 크295ㅇ v.4,대출가능,자료실,￦,6000,9788983712004
6194,단행본,KM00142470,위대한 물리학자. 7: 허불에서 호킹까지 우주론의 세계,윌리엄 크로퍼 지음;김희봉 옮김,사이언스 북스,2007,420.99 크295ㅇ v.7,대출가능,자료실,￦,6000,9788983712035
6195,단행본,KM00142469,위대한 물리학자. 2: 카르노에서 네른스트까지 열역학의 세계,윌리엄 크로퍼 지음;김희봉 옮김,사이언스 북스,2007,420.99 크295ㅇ v.2,대출가능,자료실,￦,7000,9788983711984
6196,단행본,KM00142468,위대한 물리학자. 5: 마리 퀴리에서 페미르까지 핵물리학의 세계,윌리엄 크로퍼 지음;김희봉;곽주영 [공]옮김,사이언스북스,2007,420.99 크295ㅇ v.5,대출가능,자료실,￦,7000,9788983712011
6197,단행본,KM00142467,"영미명작, 좋은 번역을 찾아서. 2",영미문학연구회번역평가사업단 지음,창비,2007,747 영38ㅇ v.2,대출가능,자료실,￦,32000,9788936483203
6198,단행본,KM00142466,"영미명작, 좋은 번역을 찾아서",영미문학연구회번역평가사업단 지음,창비,2005,747 영38ㅇ,대출가능,자료실,￦,32000,9788936483173
6199,단행본,KM00142465,옛편지 낱말사전,하영휘;전송열,돌베개,2011,R 713 하64ㅇ,대출가능,자료실,￦,40000,9788971994542
6200,단행본,KM00142464,고야. 4: 운명-검은 그림,훗타요시에 지음;김석희 옮김,한길사,2010,653.27 훗882ㄱ v.4,대출가능,자료실,￦,25000,9788935664061
6201,단행본,KM00142463,고야. 3: 거인의 그림자,훗타요시에 지음;김석희 옮김,한길사,2010,653.27 훗882ㄱ v.3,대출가능,자료실,￦,25000,9788935664054
6202,단행본,KM00142462,고야. 2: 마드리드-사막과 초원,훗타요시에 지음;김석희 옮김,한길사,2010,653.27 훗882ㄱ v.2,대출가능,자료실,￦,25000,9788935664047
6203,단행본,KM00142461,고야. 1: 에스파냐-빛과 그림자,훗타요시에 지음;김석희 옮김,한길사,2010,653.27 훗882ㄱ v.1,대출가능,자료실,￦,25000,9788935664030
6204,단행본,KM00142460,국가권력의 이념사,프리드리히 마이네케;이광주,한길사,2010,341 마68ㄱ,대출가능,자료실,￦,30000,9788935664016
6205,단행본,KM00142459,고독한 산책자의 몽상,장 자크 루소 지음;김중현 옮김,한길사,2007,166.4 루55ㄱㄷ,대출가능,자료실,￦,18000,9788935657070
6206,단행본,KM00142458,공화국의 위기,한나 아렌트;김선욱,한길사,2011,340.942 아294ㄱ,대출가능,자료실,￦,22000,9788935664160
6207,단행본,KM00142457,옛 그림 속 양반의 한평생,허인욱 지음,돌베개,2010,911.05 허68ㅇ,대출가능,자료실,￦,17000,9788971993842
6208,단행본,KM00142456,지도로 보는 세계지도의 비밀,롬 인터내셔널 지음;김태욱 옮김,이다미디어,2010,989 인884ㅈ,대출가능,자료실,￦,12000,9788994597041
6209,단행본,KM00142455,일제 강점기,박도 엮음,눈빛,2010,911.06 박25ㅇ,대출가능,자료실,￦,29000,9788974092337
6210,단행본,KM00142454,조선을 사로잡은 꾼들,안대회 지음,한겨레출판,2010,911.05 안23ㅈㅅ,대출가능,자료실,￦,14000,9788984314191
6211,단행본,KM00142453,중세로의 초대,호르스트 푸어만,이마고,2003,920 푸64ㅈ,대출가능,자료실,￦,25000,8990429153
6212,단행본,KM00142452,조선유사,박영수 지음,살림Friends(살림출판사),2010,911.05 박64ㅈㅅ,대출가능,자료실,￦,12000,9788952213716
6213,단행본,KM00142451,(독서의 즐거움을 위한)교양인의 행복한 책읽기,정제원 지음,베이직북스,2010,029.4 정74ㄱ,대출가능,자료실,￦,13000,9788993279481
6214,단행본,KM00142450,그저 좋은 사람,줌파 라히리;박상미,마음산책,2009,843 라98ㄱ,대출가능,자료실,￦,13000,9788960900608
6215,단행본,KM00142449,(유홍준의)국보순례,유홍준,눌와,2011,911.0025 유95ㄱ,대출가능,자료실,￦,16000,9788990620538
6216,단행본,KM00142448,어느 작은 참새의 일대기,클레어 킵스;안정효,모멘토,2011,848 킵57ㅇ,대출가능,자료실,￦,9500,9788991136250
6217,단행본,KM00142447,우리가 몰랐던 조선,장학근 지음,플래닛미디어,2010,911.05 장92ㅇ,대출가능,자료실,￦,19800,9788992326674
6218,단행본,KM00142446,옛 것에 대한 그리움,김종태 지음,휘닉스드림,2010,380.911 김75ㅇ,대출가능,자료실,￦,15000,9788993335262
6219,단행본,KM00142445,"유배, 권력의 뒤안길",전웅,청아출판사,2011,911 전66ㅇ,대출가능,자료실,￦,13000,9788936810221
6220,단행본,KM00142444,그리스,유재원 지음,리수,2007,921 유73ㄱ,대출가능,자료실,￦,15900,9788990449795
6221,단행본,KM00142443,건축과 도시의 인문학,김석철 지음,돌베개,2011,610.9 김54ㄱ,대출가능,자료실,￦,16000,9788971994481
6222,단행본,KM00142442,겁쟁이가 세상을 지배한다,프란츠 M. 부케티츠;이덕임,이가서,2011,191.9 부874ㄱ,대출가능,자료실,￦,13500,9788958642916
6223,단행본,KM00142441,마에스트로,자비에 로랑 쁘띠 지음;윤예니 옮김,바람의아이들,2011,863 쁘28ㅁ,대출가능,자료실,￦,9000,9788994475226
6224,단행본,KM00142440,맛,로알드 달 지음;정영목 옮김,강,2005,843 달295ㅁ,대출가능,자료실,￦,10000,8982180729
6225,단행본,KM00142439,조선공주실록,신명호;권태균,역사의아침,2009,990.94 신34ㅈ,대출가능,자료실,￦,15000,9788993119091
6226,단행본,KM00142438,너를 다시 만나면,게일 포먼;엄일녀,문학동네,2011,843 포34ㄴㄹ,대출가능,자료실,￦,12000,9788954616218
6227,단행본,KM00142437,거짓말쟁이 호머 피그의 진짜 남북전쟁모험,로드먼 필브릭 지음;김희정[옮김],우리같이,2011,843 필47ㄱ,대출가능,자료실,￦,9800,899618909X
6228,단행본,KM00142436,나의 이스마엘,다니엘 퀸;박희원,평사리,2011,843 퀸22ㄴ,대출가능,자료실,￦,12000,9788992241328
6229,단행본,KM00142435,약해지지 마,시바타도요 지음;박도순 옮김,지식여행,2010,831.6 시42ㅇ,대출가능,자료실,￦,9900,9788961091558
6230,단행본,KM00142434,중국 옛 그림 산책,조송식,현실문화연구,2011,653.12 조55ㅈ,대출가능,자료실,￦,18000,9788965640318
6231,단행본,KM00142433,라스트 차일드,존 하트;박신호,랜덤하우스코리아,2011,843 하887ㄹ,대출가능,자료실,￦,14800,9788925544601
6232,단행본,KM00142432,내가 잠들기 전에,S. J. 왓슨;김하락,랜덤하우스코리아,2011,843 왓57ㄴ,대출가능,자료실,￦,13800,9788925543871
6233,단행본,KM00142431,네덜란드,주경철 지음,산처럼,2003,926.9 주14ㄴ,대출가능,자료실,￦,0,8990062063
6234,단행본,KM00142430,조선 양반의 일생,규장각한국학연구원,글항아리,2009,911.05 규72조,대출가능,자료실,￦,22000,9788993905137
6235,단행본,KM00142429,조선 사람의 세계여행,규장각한국학연구원,글항아리,2011,911.05 규72ㅈㅅ,대출가능,자료실,￦,23800,9788993905663
6236,단행본,KM00142428,향료전쟁,가일스 밀턴 지음;손원재 옮김,생각의나무,2002,920.4 밀884ㅎ,대출가능,자료실,￦,19500,8984981966
6237,단행본,KM00142427,역사가에게 묻다,김효순,서해문집,2011,911.06 김95ㅇ,대출가능,자료실,￦,17000,9788974834920
6238,단행본,KM00142426,조선을 뒤흔든 16인의 기생들,이수광,다산초당(다산북스),2009,911.05 이56조,대출가능,자료실,￦,13000,9788963700533
6239,단행본,KM00142425,조선을 뒤흔든 16인의 왕후들,이수광,다산초당(다산북스),2008,911.05 이56ㅈㅅ,대출가능,자료실,￦,13000,9788993285536
6240,단행본,KM00142424,"위대한 물리학자. 1: 갈릴레오에서 뉴턴까지, 고전 역학의 세계",윌리엄 크로퍼 지음; 김희봉 옮김,사이언스북스,2007,420.99 크295ㅇ v.1,대출가능,자료실,￦,6000,8983711973
6241,단행본,KM00142423,(고고학자 조유전과 이기환의)한국사 기행,조유전;이기환 지음,책문(성안당),2010,911 조66ㅎㄱ,대출가능,자료실,￦,24000,9788931574821
6242,단행본,KM00142422,(향기와 빛명상이 있는)그림찻방,정광호;김창배,로대(LODAE),2011,811.6 정15ㄱ,대출가능,자료실,￦,12800,9788996298236
